,message,calling,email,contact,video,time,network,system,android_market,display,browser,lock,bluetooth,calculator,audio,youtube,memory,input,notification,image,GPS,camera,ringtone,keyboard,signal,search,calendar,setting,wifi,UI,app,car,alarm,voicemail,upgrade,dialing,USB,touchscreen,CPU,SD_card,gtalk,voicedialing,synchronize,language,voice_recognition,google_voice,google_map,google_navigation,location,font,facebook,google_earth,battery,google_translate,twitter,date,VPN,radio,flash,picassa,video_call,rSAP,region,screen_shot,download,google_latitude,IPV6,SIM_card,bluethooth,3G,proxy,compass
2010-11,0.1411094629552239,0.013113451432835821,1.2268656716417912E-5,0.08955223880597014,0.019498916955223877,0.029850746268656716,0.036476318014925374,0.07191152582089552,0.014925373134328358,0.016960307238805965,0.03835390971641791,0.0,0.051596864194029854,0.0,0.04245892934328359,0.010351829313432835,0.009714312373134328,0.010076654791044777,0.025860208283582087,0.027588877791044776,0.01343707385074627,0.0,0.0,0.004848718343283582,0.036959101970149254,0.007862130865671642,0.019213448656716415,0.003698371104477612,0.0308517467761194,0.03385232294029851,0.008692184313432836,0.0,0.0,0.0,0.007139842985074627,0.02000505067164179,0.0,0.0,0.0,0.0,0.03506180702985075,0.0,0.04047577701492537,0.014925373134328358,0.0,0.0,0.014925373134328358,0.014925373134328358,0.014337817164179104,0.008028710820895523,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.006422209686567164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2010-12,0.05966637269642857,0.02733194798214286,0.08928571428571429,0.021974180392857142,0.0,0.0,0.012571437232142857,0.05822133319642857,0.027362667089285714,0.017867035714285714,0.07820628966071429,0.0,0.0,0.0,0.04441439482142857,0.017857142857142856,0.0,0.0,0.05469855016071429,0.024064159910714287,0.0,0.011650125803571429,0.017861189642857146,0.028632821714285713,0.013129245624999999,0.007546870107142857,0.07142857142857142,0.01932335994642857,0.01515712394642857,0.117099023125,0.00914679844642857,0.0,0.017857142857142856,0.0,1.9464285714285717E-6,0.0410329715,0.0,0.006658711482142857,0.017855191875,0.009795738696428571,0.0,0.0,0.00103838125,0.027640849553571427,0.017857142857142856,0.0,0.0,0.0,0.01576557542857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2009-01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2010-10,0.13817783984210527,0.04063861252631579,0.0299602592368421,0.006810112118421052,0.0,0.013157894736842105,0.03670005809210526,0.03086758263157895,0.07384717578947368,0.015274575960526315,0.02631578947368421,0.0,0.05803312361842104,0.0,0.08537598531578948,0.0,0.0,0.0090318485,0.006559002263157895,0.019505677355263158,0.0,0.0,0.00887949475,0.009002748197368422,0.0,0.0,0.07551429418421052,0.0,0.03086074952631579,0.07328611621052632,0.00850944352631579,0.0,0.018799030131578947,0.0,0.014333498223684212,0.03407213953947369,0.0,0.0,0.0,0.022414345986842103,0.0,0.013157894736842105,0.01659096897368421,0.007516759342105264,0.013157894736842105,0.0,0.009351075315789473,0.01315340857894737,0.0,0.0,0.013157894736842105,0.0,0.0039016150263157896,0.0,0.01092719725,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2009-09,0.10526315789473684,0.0,0.10526315789473684,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2009-08,0.125,0.0,0.0625,0.10316385603125,0.0,0.0,0.03125,0.0,0.0,0.024297031249999997,0.0625,0.0,0.03125,0.0,0.03125,0.0,0.0,0.03125,0.0625,0.0,0.03125,0.0,0.0,0.03125,0.0,0.0,0.03125,0.0,0.15625,0.03125,0.03125,0.01273303525,0.0625,0.0,0.0,0.01605607746875,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2009-07,0.05,0.1,0.05,0.0,0.0,0.0,0.15,0.0,0.1,0.15,0.0,0.0,0.05,0.0,0.0999834495,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.6550000000000002E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2009-06,0.1111111111111111,0.03705066666666666,0.14814814814814814,0.1111111111111111,0.0,0.037037037037037035,0.0,0.06186795922222222,0.0,0.01219249688888889,0.07407407407407407,0.0,0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2009-05,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2009-04,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
